"","BTI","NPN","AGL","MNP","SOL","SBK","NED","ABG","SHP","FSR"
"275833",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,305,NaN
"275840",NaN,NaN,NaN,NaN,295,NaN,NaN,NaN,NaN,NaN
"275846",NaN,NaN,NaN,NaN,668,NaN,NaN,NaN,NaN,NaN
"275847",1181,NaN,NaN,NaN,552,NaN,NaN,NaN,NaN,NaN
"275850",366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"275852",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1184,NaN
"275853",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2876,NaN
"275855",NaN,NaN,NaN,NaN,163,NaN,NaN,NaN,NaN,NaN
"275859",11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"275863",NaN,NaN,NaN,NaN,250,NaN,NaN,NaN,NaN,NaN
"275866",NaN,NaN,418,NaN,135,NaN,NaN,NaN,2807,1241
"275867",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2642,NaN
"275868",NaN,NaN,NaN,NaN,NaN,NaN,1157,NaN,NaN,NaN
"275870",NaN,96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"275871",NaN,139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"275878",NaN,NaN,NaN,NaN,NaN,1211,NaN,1879,1823,NaN
"275879",NaN,NaN,NaN,NaN,377,NaN,NaN,NaN,599,NaN
"275883",NaN,NaN,NaN,NaN,160,NaN,NaN,NaN,290,NaN
"275885",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3557,NaN
"275893",232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"275894",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4650,NaN
"275895",NaN,NaN,NaN,NaN,65,NaN,NaN,NaN,1118,NaN
"275896",NaN,NaN,NaN,NaN,NaN,1000,NaN,NaN,NaN,NaN
"275898",NaN,NaN,NaN,NaN,285,NaN,NaN,NaN,NaN,NaN
"275899",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,801,NaN
"275900",NaN,150,NaN,NaN,585,NaN,NaN,NaN,NaN,NaN
"275901",NaN,NaN,NaN,NaN,730,NaN,NaN,NaN,NaN,NaN
"275902",NaN,NaN,NaN,NaN,545,NaN,NaN,NaN,790,NaN
"275903",NaN,NaN,NaN,NaN,136,NaN,NaN,NaN,300,NaN
"275907",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,772,NaN
"275912",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,500,NaN
"275914",NaN,NaN,NaN,NaN,10,NaN,NaN,NaN,NaN,NaN
"275915",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1717,NaN
"275917",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,420,NaN
"275918",NaN,NaN,NaN,NaN,NaN,NaN,19,29,NaN,NaN
"275919",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1860,NaN
"275921",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201,NaN
"275928",NaN,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"275929",NaN,139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6113
"275930",NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"275931",145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"275933",NaN,NaN,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN
"275937",NaN,NaN,280,NaN,735,NaN,NaN,NaN,1380,NaN
"275942",NaN,NaN,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN
"275944",NaN,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"275948",NaN,159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"275949",NaN,140,NaN,NaN,NaN,NaN,1556,NaN,NaN,NaN
"275953",NaN,28,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"275954",NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"275957",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN
"275963",NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN
"275964",NaN,NaN,NaN,NaN,NaN,12,NaN,NaN,NaN,NaN
"275966",NaN,NaN,688,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"275967",NaN,NaN,790,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"275968",NaN,NaN,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"275977",NaN,NaN,385,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"275983",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5028
"275984",NaN,NaN,NaN,483,NaN,NaN,NaN,NaN,NaN,NaN
"275986",50,482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"275991",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4166
"275993",NaN,NaN,NaN,169,NaN,NaN,1635,NaN,NaN,NaN
"275995",NaN,824,NaN,NaN,NaN,NaN,194,NaN,NaN,NaN
"275996",NaN,231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"275997",NaN,443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"275998",NaN,343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276003",NaN,32,NaN,NaN,NaN,NaN,1369,NaN,NaN,NaN
"276009",318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276028",NaN,473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276029",NaN,NaN,608,NaN,NaN,NaN,NaN,677,NaN,NaN
"276030",NaN,306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276031",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2547,NaN,NaN
"276033",NaN,NaN,NaN,NaN,NaN,460,NaN,3527,NaN,NaN
"276034",NaN,NaN,NaN,NaN,NaN,NaN,NaN,877,NaN,NaN
"276035",NaN,NaN,NaN,NaN,NaN,NaN,NaN,875,NaN,NaN
"276041",NaN,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276042",NaN,NaN,NaN,61,NaN,NaN,NaN,NaN,NaN,NaN
"276048",NaN,NaN,NaN,NaN,NaN,NaN,NaN,3560,NaN,NaN
"276049",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1100,1250
"276051",NaN,46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276052",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,132,NaN
"276053",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12296
"276062",NaN,NaN,2804,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276063",290,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276064",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1446,NaN,NaN
"276067",NaN,135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276073",NaN,NaN,302,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276075",NaN,NaN,NaN,NaN,NaN,NaN,NaN,39,NaN,NaN
"276080",NaN,NaN,NaN,NaN,65,NaN,NaN,NaN,NaN,NaN
"276081",NaN,NaN,1268,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276085",NaN,NaN,NaN,NaN,1529,NaN,NaN,NaN,NaN,NaN
"276086",NaN,NaN,NaN,NaN,140,NaN,NaN,NaN,NaN,NaN
"276087",NaN,NaN,274,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276090",100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276092",NaN,NaN,NaN,NaN,10,NaN,NaN,NaN,NaN,NaN
"276097",NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN
"276098",NaN,NaN,NaN,NaN,166,NaN,NaN,NaN,NaN,NaN
"276099",NaN,NaN,525,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276109",NaN,NaN,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276111",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57,NaN
"276125",NaN,NaN,NaN,NaN,NaN,2018,NaN,222,NaN,975
"276127",NaN,139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276135",NaN,NaN,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN
"276137",NaN,NaN,NaN,NaN,NaN,NaN,461,NaN,NaN,NaN
"276138",NaN,NaN,NaN,NaN,NaN,NaN,NaN,212,NaN,NaN
"276139",NaN,NaN,NaN,NaN,NaN,NaN,430,NaN,NaN,NaN
"276140",NaN,128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276142",NaN,NaN,NaN,NaN,NaN,NaN,430,338,NaN,NaN
"276143",NaN,15,NaN,NaN,NaN,NaN,332,NaN,NaN,NaN
"276144",NaN,NaN,NaN,NaN,NaN,NaN,NaN,633,NaN,NaN
"276146",100,NaN,157,NaN,NaN,NaN,500,NaN,NaN,NaN
"276149",NaN,161,NaN,NaN,NaN,NaN,541,NaN,NaN,NaN
"276152",NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN
"276153",100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276155",NaN,NaN,NaN,NaN,NaN,NaN,20,28,NaN,NaN
"276168",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201
"276179",NaN,14,NaN,327,NaN,NaN,NaN,NaN,NaN,NaN
"276180",NaN,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276183",NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN,NaN
"276193",NaN,NaN,NaN,NaN,NaN,1299,NaN,NaN,NaN,NaN
"276203",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1680
"276207",NaN,NaN,284,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276208",NaN,NaN,NaN,NaN,NaN,1237,NaN,NaN,NaN,NaN
"276211",NaN,NaN,NaN,NaN,NaN,331,NaN,NaN,NaN,NaN
"276225",NaN,113,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN
"276226",NaN,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276236",NaN,NaN,598,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276245",NaN,NaN,36,NaN,NaN,741,NaN,NaN,NaN,NaN
"276246",211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276250",306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276255",NaN,NaN,NaN,NaN,NaN,320,NaN,NaN,NaN,NaN
"276256",NaN,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN,NaN
"276258",NaN,476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276264",NaN,NaN,NaN,NaN,NaN,36,NaN,NaN,NaN,NaN
"276269",188,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN
"276275",315,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276279",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1800
"276280",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8200
"276294",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56,NaN
"276296",10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276297",NaN,NaN,NaN,NaN,NaN,NaN,NaN,144,NaN,NaN
"276299",NaN,NaN,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276300",NaN,NaN,493,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276303",1390,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276307",NaN,640,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276308",NaN,301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276322",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400
"276324",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1100
"276328",NaN,NaN,NaN,NaN,NaN,NaN,240,NaN,NaN,NaN
"276329",NaN,NaN,NaN,NaN,267,NaN,NaN,NaN,NaN,NaN
"276332",164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276348",NaN,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276350",NaN,1228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276356",70,NaN,NaN,NaN,260,NaN,NaN,NaN,NaN,NaN
"276362",94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276367",NaN,NaN,647,NaN,NaN,NaN,1078,NaN,NaN,NaN
"276368",NaN,NaN,NaN,NaN,NaN,NaN,313,NaN,NaN,NaN
"276369",NaN,NaN,NaN,NaN,NaN,3751,NaN,NaN,NaN,NaN
"276370",NaN,NaN,NaN,5,NaN,NaN,309,NaN,NaN,NaN
"276371",NaN,NaN,NaN,163,NaN,NaN,NaN,NaN,NaN,NaN
"276372",NaN,NaN,NaN,77,NaN,NaN,NaN,NaN,NaN,NaN
"276373",NaN,140,328,120,184,NaN,132,741,1131,1044
"276374",NaN,254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276375",NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN
"276377",NaN,NaN,NaN,NaN,326,NaN,NaN,NaN,NaN,NaN
"276379",NaN,NaN,NaN,NaN,237,NaN,NaN,NaN,NaN,NaN
"276380",NaN,NaN,NaN,NaN,1179,NaN,NaN,NaN,NaN,NaN
"276381",NaN,NaN,NaN,NaN,NaN,565,NaN,NaN,NaN,NaN
"276388",100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276392",NaN,NaN,1230,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276393",NaN,NaN,143,NaN,NaN,NaN,20,28,NaN,NaN
"276399",NaN,NaN,NaN,34,NaN,NaN,NaN,NaN,NaN,NaN
"276403",NaN,NaN,NaN,NaN,1112,NaN,NaN,NaN,NaN,NaN
"276405",NaN,NaN,NaN,NaN,208,NaN,1245,NaN,NaN,NaN
"276406",NaN,NaN,NaN,NaN,NaN,NaN,407,NaN,NaN,NaN
"276410",NaN,NaN,NaN,NaN,380,NaN,NaN,NaN,NaN,NaN
"276414",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1282,NaN,NaN
"276418",NaN,53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276419",NaN,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276420",NaN,249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276421",NaN,NaN,524,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276427",274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276431",NaN,NaN,NaN,NaN,374,NaN,NaN,NaN,NaN,NaN
"276432",NaN,140,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276437",NaN,NaN,NaN,NaN,3350,NaN,NaN,NaN,NaN,NaN
"276440",NaN,NaN,NaN,NaN,201,NaN,NaN,NaN,NaN,NaN
"276441",NaN,NaN,NaN,NaN,1083,NaN,NaN,NaN,NaN,NaN
"276443",NaN,NaN,177,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276447",NaN,NaN,NaN,NaN,NaN,NaN,NaN,331,NaN,NaN
"276448",NaN,NaN,NaN,NaN,404,NaN,NaN,NaN,NaN,NaN
"276455",NaN,NaN,NaN,NaN,184,NaN,NaN,NaN,NaN,NaN
"276461",NaN,NaN,NaN,NaN,156,NaN,NaN,NaN,NaN,NaN
"276469",394,NaN,NaN,852,100,NaN,NaN,NaN,NaN,NaN
"276477",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57,NaN
"276479",NaN,NaN,NaN,NaN,NaN,NaN,357,380,NaN,NaN
"276488",NaN,322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276489",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,NaN
"276492",72,105,246,90,188,2390,99,180,117,5139
"276493",48,71,166,64,NaN,1110,216,NaN,NaN,529
"276494",144,158,492,143,418,107,198,265,234,NaN
"276495",NaN,NaN,NaN,37,NaN,NaN,660,1278,NaN,NaN
"276496",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2775,NaN,NaN
"276499",NaN,129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276502",NaN,NaN,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN
"276510",NaN,NaN,NaN,NaN,NaN,NaN,800,NaN,NaN,NaN
"276511",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7383
"276512",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17617
"276514",NaN,NaN,NaN,NaN,NaN,NaN,337,NaN,NaN,1411
"276521",NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276527",NaN,99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276528",NaN,4,NaN,NaN,NaN,848,NaN,3331,NaN,NaN
"276533",NaN,590,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276537",NaN,NaN,231,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276538",NaN,NaN,NaN,200,NaN,NaN,NaN,NaN,NaN,NaN
"276544",NaN,NaN,NaN,NaN,268,NaN,NaN,NaN,NaN,NaN
"276548",1112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276552",NaN,NaN,1161,180,NaN,NaN,NaN,NaN,NaN,NaN
"276553",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN
"276557",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1466
"276560",NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
"276563",NaN,382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276565",NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN
"276566",NaN,NaN,NaN,NaN,NaN,NaN,35,NaN,NaN,NaN
"276567",NaN,NaN,NaN,NaN,NaN,NaN,1516,NaN,NaN,NaN
"276569",NaN,NaN,NaN,NaN,NaN,NaN,334,NaN,NaN,NaN
"276570",NaN,NaN,NaN,NaN,NaN,NaN,334,NaN,NaN,NaN
"276576",NaN,NaN,915,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276577",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201,NaN
"276584",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30,NaN
"276596",50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276598",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,300
"276602",NaN,517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276617",NaN,335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276618",NaN,16,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN
"276620",NaN,NaN,NaN,NaN,313,NaN,NaN,NaN,NaN,NaN
"276623",171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4842
"276624",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8524
"276627",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2500
"276629",NaN,3,NaN,NaN,10,NaN,NaN,NaN,NaN,NaN
"276630",NaN,NaN,NaN,NaN,NaN,NaN,19,29,NaN,NaN
"276631",NaN,133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276632",NaN,NaN,NaN,NaN,NaN,NaN,968,NaN,NaN,NaN
"276637",NaN,NaN,502,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276638",NaN,NaN,1286,97,NaN,NaN,NaN,NaN,NaN,NaN
"276639",NaN,NaN,879,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276641",378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276662",239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276664",606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276666",NaN,NaN,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN
"276667",NaN,NaN,NaN,NaN,NaN,NaN,321,NaN,NaN,NaN
"276674",NaN,NaN,NaN,NaN,350,NaN,NaN,NaN,NaN,NaN
"276675",NaN,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276680",NaN,NaN,NaN,NaN,NaN,NaN,2881,NaN,NaN,NaN
"276685",NaN,NaN,NaN,NaN,60,NaN,NaN,NaN,NaN,NaN
"276689",NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276690",NaN,322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276691",NaN,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276698",NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN
"276707",NaN,NaN,NaN,NaN,431,NaN,NaN,NaN,NaN,NaN
"276730",NaN,NaN,NaN,NaN,1915,NaN,NaN,NaN,NaN,NaN
"276733",NaN,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276736",NaN,NaN,NaN,NaN,684,NaN,NaN,NaN,NaN,NaN
"276740",NaN,NaN,NaN,NaN,549,NaN,NaN,NaN,NaN,NaN
"276747",NaN,NaN,NaN,20,NaN,NaN,NaN,NaN,NaN,NaN
"276752",NaN,379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276754",NaN,NaN,NaN,NaN,817,NaN,NaN,NaN,NaN,NaN
"276765",NaN,NaN,NaN,NaN,738,NaN,NaN,NaN,NaN,NaN
"276766",NaN,NaN,NaN,NaN,138,NaN,NaN,NaN,NaN,NaN
"276770",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,NaN
"276772",NaN,NaN,NaN,NaN,515,NaN,NaN,NaN,NaN,NaN
"276773",NaN,NaN,NaN,NaN,900,NaN,NaN,NaN,NaN,NaN
"276774",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1550,NaN,NaN
"276776",NaN,NaN,NaN,NaN,783,NaN,NaN,NaN,NaN,NaN
"276778",NaN,NaN,NaN,109,NaN,NaN,NaN,NaN,NaN,NaN
"276779",NaN,NaN,NaN,110,NaN,NaN,NaN,NaN,NaN,NaN
"276780",NaN,425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276795",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4539
"276796",NaN,10,NaN,NaN,NaN,NaN,3990,NaN,NaN,NaN
"276802",NaN,202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276804",NaN,NaN,NaN,NaN,NaN,333,NaN,NaN,NaN,NaN
"276805",NaN,765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276806",NaN,480,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276809",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
"276811",NaN,NaN,NaN,182,NaN,NaN,NaN,NaN,NaN,NaN
"276812",NaN,NaN,NaN,991,NaN,NaN,NaN,NaN,NaN,NaN
"276816",NaN,NaN,813,217,84,NaN,NaN,NaN,NaN,NaN
"276817",NaN,NaN,865,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276831",NaN,763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276835",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2766
"276838",NaN,NaN,NaN,NaN,200,NaN,NaN,NaN,NaN,NaN
"276839",NaN,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276841",NaN,NaN,NaN,429,NaN,1206,NaN,NaN,NaN,6434
"276842",NaN,NaN,NaN,330,NaN,NaN,NaN,NaN,NaN,1396
"276851",NaN,300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276853",NaN,NaN,NaN,NaN,921,NaN,NaN,NaN,NaN,NaN
"276857",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN
"276858",NaN,NaN,NaN,NaN,479,NaN,NaN,NaN,NaN,NaN
"276859",NaN,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276861",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,277,NaN
"276867",NaN,NaN,NaN,NaN,NaN,NaN,20,28,NaN,NaN
"276870",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1671
"276873",2449,455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276874",NaN,489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1533
"276883",NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276887",NaN,NaN,1490,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276890",NaN,NaN,NaN,1176,NaN,NaN,NaN,NaN,NaN,NaN
"276891",NaN,NaN,NaN,466,NaN,NaN,NaN,NaN,NaN,NaN
"276898",NaN,NaN,NaN,NaN,667,NaN,NaN,NaN,NaN,NaN
"276899",NaN,NaN,160,NaN,216,NaN,NaN,NaN,NaN,NaN
"276904",NaN,NaN,1882,14,NaN,NaN,NaN,NaN,NaN,NaN
"276905",NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN
"276918",NaN,NaN,NaN,142,NaN,NaN,NaN,NaN,NaN,NaN
"276923",NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN
"276928",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6200
"276933",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4180
"276946",NaN,337,NaN,NaN,NaN,NaN,125,NaN,NaN,NaN
"276948",NaN,NaN,879,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276949",NaN,NaN,1411,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276959",NaN,NaN,NaN,NaN,174,NaN,NaN,NaN,NaN,NaN
"276960",NaN,NaN,NaN,NaN,238,NaN,NaN,NaN,NaN,NaN
"276980",NaN,NaN,641,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"276984",NaN,NaN,NaN,NaN,1864,NaN,NaN,NaN,NaN,NaN
"276986",NaN,NaN,NaN,NaN,552,NaN,NaN,NaN,NaN,NaN
"277017",NaN,NaN,316,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"277023",NaN,NaN,563,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"277025",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56,NaN
"277029",NaN,NaN,NaN,NaN,NaN,1289,NaN,NaN,NaN,NaN
"277031",NaN,NaN,NaN,NaN,NaN,NaN,NaN,3226,NaN,NaN
"277040",NaN,NaN,NaN,NaN,1252,NaN,NaN,NaN,NaN,NaN
"277043",NaN,NaN,NaN,NaN,675,NaN,NaN,NaN,NaN,NaN
"277047",NaN,NaN,NaN,NaN,175,NaN,NaN,NaN,NaN,NaN
"277052",NaN,NaN,200,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"277060",NaN,NaN,NaN,111,NaN,NaN,NaN,NaN,100,NaN
"277062",NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN,NaN
"277068",NaN,NaN,NaN,NaN,NaN,2266,NaN,NaN,NaN,2940
