"","BTI","NPN","AGL","MNP","SOL","SBK","NED","ABG","SHP","FSR"
"191016",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2903
"191019",NaN,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,3781
"191022",1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191023",NaN,NaN,NaN,NaN,91,NaN,1,NaN,NaN,1100
"191024",NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1838
"191025",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10369
"191027",NaN,NaN,28,NaN,NaN,NaN,NaN,NaN,NaN,4385
"191029",NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,3508
"191030",NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN
"191031",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4000
"191032",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1566
"191034",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2300
"191035",NaN,NaN,69,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191036",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3337
"191038",NaN,NaN,NaN,NaN,NaN,NaN,351,NaN,NaN,1000
"191041",NaN,NaN,NaN,NaN,NaN,1436,NaN,1159,NaN,2502
"191043",56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191045",NaN,NaN,NaN,NaN,25,NaN,NaN,NaN,NaN,4717
"191046",NaN,NaN,NaN,NaN,NaN,NaN,NaN,124,NaN,NaN
"191047",NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2017
"191048",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3501
"191050",NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN
"191052",NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,694,2905
"191055",NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN
"191057",NaN,NaN,NaN,NaN,37,NaN,NaN,NaN,NaN,NaN
"191059",NaN,NaN,2712,NaN,NaN,NaN,NaN,NaN,NaN,2038
"191060",NaN,NaN,NaN,NaN,NaN,1996,NaN,NaN,NaN,NaN
"191061",NaN,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191063",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3434
"191066",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2731
"191067",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1218,NaN,NaN
"191068",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5805
"191069",NaN,NaN,NaN,NaN,32,NaN,NaN,NaN,NaN,NaN
"191071",NaN,NaN,NaN,NaN,NaN,220,NaN,NaN,NaN,NaN
"191073",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1023,NaN
"191074",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,370,NaN
"191075",NaN,NaN,NaN,295,NaN,NaN,NaN,NaN,NaN,NaN
"191077",90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,3138
"191078",NaN,NaN,NaN,1098,NaN,NaN,NaN,NaN,NaN,NaN
"191079",NaN,NaN,NaN,1112,NaN,NaN,NaN,NaN,NaN,NaN
"191081",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,887
"191083",NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,640,1000
"191085",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22
"191086",NaN,NaN,NaN,NaN,32,NaN,NaN,NaN,NaN,NaN
"191089",NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191090",NaN,NaN,NaN,NaN,1399,NaN,NaN,NaN,NaN,NaN
"191091",NaN,NaN,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191093",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,560,NaN
"191095",47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191096",NaN,NaN,NaN,NaN,NaN,NaN,92,NaN,NaN,NaN
"191097",NaN,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN
"191099",NaN,NaN,NaN,NaN,NaN,235,NaN,NaN,NaN,NaN
"191100",NaN,NaN,NaN,NaN,326,NaN,NaN,NaN,NaN,NaN
"191101",NaN,NaN,NaN,NaN,NaN,75,NaN,NaN,NaN,NaN
"191105",NaN,NaN,NaN,NaN,163,NaN,NaN,NaN,NaN,NaN
"191107",NaN,NaN,NaN,107,NaN,NaN,NaN,NaN,NaN,NaN
"191112",NaN,NaN,942,NaN,NaN,1159,NaN,NaN,NaN,NaN
"191118",NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191119",NaN,NaN,400,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191120",NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN
"191121",NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191122",NaN,NaN,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191125",NaN,NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN
"191126",NaN,166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191127",NaN,NaN,NaN,121,NaN,NaN,NaN,NaN,NaN,NaN
"191129",NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191130",19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191133",NaN,NaN,200,NaN,NaN,1000,NaN,NaN,NaN,NaN
"191135",NaN,NaN,NaN,221,NaN,NaN,NaN,NaN,NaN,NaN
"191138",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,441
"191140",NaN,NaN,NaN,NaN,NaN,664,NaN,NaN,NaN,NaN
"191143",2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191149",NaN,NaN,NaN,NaN,NaN,NaN,41,NaN,NaN,NaN
"191150",NaN,6,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191152",NaN,NaN,286,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191154",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94,NaN
"191155",NaN,NaN,NaN,NaN,38,NaN,NaN,NaN,NaN,NaN
"191158",NaN,NaN,NaN,NaN,110,NaN,NaN,NaN,NaN,NaN
"191161",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,200,NaN
"191164",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,200,NaN
"191165",18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191166",NaN,NaN,197,NaN,NaN,NaN,NaN,NaN,NaN,9968
"191169",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1250
"191170",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,198
"191173",NaN,NaN,1211,NaN,NaN,7806,NaN,NaN,NaN,3944
"191178",NaN,145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191180",NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9192
"191181",NaN,NaN,NaN,NaN,29,NaN,25,NaN,NaN,NaN
"191184",732,NaN,NaN,NaN,NaN,1000,NaN,NaN,NaN,NaN
"191185",NaN,NaN,36,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191186",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,162
"191189",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,953,NaN
"191192",201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191197",NaN,NaN,NaN,NaN,536,NaN,NaN,NaN,NaN,NaN
"191198",NaN,NaN,NaN,200,NaN,NaN,NaN,585,NaN,NaN
"191204",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,216
"191206",NaN,NaN,293,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191208",NaN,6,NaN,NaN,NaN,NaN,NaN,110,NaN,NaN
"191209",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,108
"191210",NaN,196,97,NaN,NaN,1200,NaN,NaN,NaN,1515
"191214",NaN,NaN,NaN,NaN,36,NaN,25,NaN,NaN,NaN
"191215",NaN,NaN,578,NaN,NaN,NaN,NaN,NaN,56,NaN
"191216",NaN,NaN,NaN,NaN,359,NaN,NaN,NaN,NaN,NaN
"191221",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,217,NaN
"191222",NaN,NaN,NaN,NaN,380,NaN,NaN,NaN,NaN,NaN
"191223",NaN,NaN,NaN,NaN,38,NaN,NaN,NaN,1825,NaN
"191227",NaN,NaN,202,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191233",NaN,299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,175
"191235",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87
"191236",NaN,NaN,NaN,NaN,NaN,NaN,NaN,39,NaN,NaN
"191237",NaN,361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191238",1224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5019
"191242",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94
"191245",NaN,NaN,NaN,NaN,34,NaN,NaN,NaN,NaN,NaN
"191246",NaN,NaN,NaN,NaN,NaN,NaN,26,NaN,NaN,NaN
"191251",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1303,NaN,NaN
"191255",NaN,NaN,NaN,NaN,NaN,NaN,NaN,571,NaN,NaN
"191259",551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191262",NaN,NaN,200,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191264",NaN,NaN,200,NaN,NaN,NaN,NaN,190,NaN,NaN
"191265",NaN,NaN,NaN,463,325,NaN,NaN,NaN,NaN,NaN
"191267",NaN,NaN,200,NaN,NaN,NaN,3432,NaN,NaN,NaN
"191270",NaN,NaN,NaN,NaN,NaN,NaN,617,NaN,NaN,NaN
"191271",NaN,NaN,NaN,NaN,28,NaN,NaN,NaN,NaN,NaN
"191272",NaN,NaN,200,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191273",NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191275",NaN,NaN,NaN,NaN,NaN,NaN,63,NaN,55,NaN
"191276",NaN,NaN,NaN,NaN,3039,NaN,NaN,NaN,NaN,NaN
"191278",NaN,NaN,NaN,NaN,305,NaN,NaN,NaN,NaN,NaN
"191281",NaN,NaN,200,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191286",NaN,NaN,NaN,NaN,NaN,223,NaN,NaN,NaN,NaN
"191292",47,45,NaN,NaN,216,200,66,NaN,300,520
"191293",NaN,34,NaN,NaN,NaN,NaN,NaN,NaN,94,NaN
"191295",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561,NaN,NaN
"191297",NaN,NaN,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191299",NaN,NaN,1594,NaN,NaN,NaN,NaN,NaN,282,NaN
"191300",NaN,NaN,NaN,NaN,NaN,NaN,1847,NaN,NaN,NaN
"191301",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,606,NaN
"191302",154,NaN,NaN,NaN,300,NaN,NaN,NaN,NaN,NaN
"191303",NaN,NaN,NaN,NaN,NaN,NaN,NaN,200,NaN,NaN
"191304",47,56,1176,NaN,482,1912,65,1260,77,5780
"191305",NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,NaN,339
"191306",NaN,84,NaN,NaN,88,209,65,NaN,653,520
"191307",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2600,NaN
"191309",NaN,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN
"191311",47,NaN,163,NaN,NaN,NaN,NaN,NaN,613,NaN
"191312",267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191316",NaN,NaN,NaN,NaN,NaN,NaN,NaN,119,NaN,NaN
"191318",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2925,NaN
"191319",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,128,NaN
"191323",NaN,NaN,NaN,60,NaN,NaN,NaN,NaN,NaN,NaN
"191324",NaN,NaN,69,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191325",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,299,NaN
"191330",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1218,NaN,NaN
"191338",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7733
"191340",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2000
"191342",NaN,NaN,NaN,NaN,NaN,NaN,1490,NaN,NaN,NaN
"191344",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,482
"191350",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6716
"191354",NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191356",NaN,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191357",NaN,NaN,NaN,NaN,NaN,NaN,NaN,263,NaN,NaN
"191362",NaN,NaN,NaN,NaN,NaN,1546,NaN,NaN,NaN,NaN
"191365",NaN,NaN,NaN,NaN,NaN,NaN,211,NaN,NaN,NaN
"191366",47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191373",NaN,NaN,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191374",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,185
"191376",NaN,167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191383",NaN,NaN,NaN,NaN,62,NaN,NaN,NaN,NaN,NaN
"191388",NaN,NaN,NaN,NaN,NaN,3237,NaN,NaN,NaN,NaN
"191390",NaN,7,NaN,NaN,NaN,NaN,NaN,392,NaN,NaN
"191391",NaN,NaN,NaN,192,NaN,NaN,NaN,NaN,NaN,NaN
"191394",16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191397",NaN,69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191401",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72
"191404",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,113
"191406",NaN,50,200,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191409",NaN,NaN,NaN,NaN,120,NaN,NaN,NaN,NaN,NaN
"191410",NaN,NaN,NaN,NaN,29,NaN,NaN,NaN,NaN,NaN
"191413",NaN,NaN,804,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191416",NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191417",NaN,NaN,NaN,NaN,NaN,NaN,NaN,37,NaN,NaN
"191420",NaN,NaN,NaN,NaN,NaN,NaN,69,NaN,NaN,NaN
"191424",NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN
"191425",122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191426",NaN,NaN,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191427",19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191429",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2350
"191430",NaN,NaN,NaN,NaN,NaN,235,NaN,NaN,NaN,NaN
"191431",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87
"191434",565,NaN,NaN,NaN,NaN,265,NaN,NaN,NaN,NaN
"191442",45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191445",NaN,6,456,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191446",NaN,NaN,NaN,NaN,NaN,NaN,NaN,42,NaN,NaN
"191447",NaN,381,NaN,NaN,200,NaN,NaN,667,NaN,NaN
"191449",NaN,332,NaN,110,NaN,NaN,NaN,NaN,NaN,NaN
"191450",NaN,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191451",NaN,NaN,NaN,NaN,NaN,507,NaN,NaN,NaN,NaN
"191453",NaN,NaN,NaN,NaN,523,NaN,NaN,NaN,NaN,NaN
"191454",NaN,185,NaN,NaN,46,NaN,NaN,NaN,NaN,NaN
"191457",NaN,NaN,NaN,NaN,NaN,NaN,822,NaN,NaN,NaN
"191459",NaN,NaN,NaN,NaN,NaN,NaN,155,NaN,106,180
"191461",NaN,133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191464",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6950
"191468",NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN
"191470",NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191472",NaN,NaN,NaN,NaN,NaN,NaN,NaN,670,NaN,NaN
"191476",NaN,NaN,NaN,NaN,158,NaN,NaN,NaN,NaN,NaN
"191478",NaN,NaN,NaN,134,NaN,NaN,NaN,NaN,NaN,NaN
"191481",NaN,NaN,NaN,NaN,NaN,NaN,48,NaN,NaN,NaN
"191487",47,868,NaN,NaN,95,210,65,2720,375,1407
"191488",47,NaN,NaN,NaN,45,95,65,576,131,521
"191489",NaN,NaN,259,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191490",NaN,92,NaN,NaN,46,327,NaN,NaN,23,NaN
"191491",NaN,NaN,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191504",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76
"191505",NaN,NaN,NaN,NaN,71,NaN,NaN,NaN,NaN,NaN
"191506",NaN,NaN,NaN,130,NaN,NaN,NaN,NaN,NaN,297
"191514",NaN,NaN,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191522",278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191532",NaN,NaN,NaN,502,NaN,NaN,NaN,NaN,NaN,NaN
"191534",NaN,NaN,NaN,NaN,32,NaN,NaN,NaN,NaN,NaN
"191535",NaN,NaN,NaN,NaN,NaN,NaN,NaN,674,NaN,NaN
"191539",NaN,NaN,NaN,NaN,NaN,NaN,NaN,250,NaN,NaN
"191545",NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN
"191546",NaN,NaN,NaN,NaN,38,NaN,NaN,NaN,NaN,NaN
"191547",NaN,NaN,NaN,NaN,NaN,NaN,51,NaN,NaN,NaN
"191552",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,276
"191553",NaN,NaN,NaN,NaN,NaN,NaN,132,NaN,NaN,NaN
"191560",NaN,NaN,2566,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191562",NaN,NaN,NaN,NaN,31,NaN,NaN,NaN,NaN,NaN
"191569",93,NaN,49,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191575",286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191577",NaN,NaN,NaN,NaN,NaN,NaN,24,NaN,NaN,NaN
"191578",NaN,NaN,NaN,NaN,1144,NaN,NaN,NaN,NaN,502
"191586",NaN,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191596",NaN,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191598",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
"191603",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,782
"191604",NaN,NaN,NaN,NaN,NaN,NaN,446,NaN,NaN,NaN
"191608",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2182,NaN,NaN
"191609",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,930,NaN
"191613",NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191615",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,125,NaN
"191621",NaN,NaN,NaN,NaN,NaN,35,NaN,NaN,NaN,NaN
"191622",NaN,NaN,NaN,NaN,520,NaN,NaN,NaN,NaN,NaN
"191623",NaN,113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191624",NaN,NaN,NaN,NaN,NaN,NaN,150,NaN,NaN,NaN
"191625",NaN,NaN,NaN,NaN,NaN,240,NaN,NaN,NaN,NaN
"191628",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87
"191629",NaN,NaN,125,NaN,611,NaN,NaN,NaN,NaN,NaN
"191631",NaN,NaN,NaN,NaN,1086,NaN,NaN,NaN,NaN,NaN
"191632",NaN,NaN,NaN,NaN,NaN,NaN,NaN,124,NaN,NaN
"191633",NaN,NaN,782,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191635",NaN,NaN,473,NaN,NaN,NaN,NaN,2,NaN,NaN
"191637",NaN,NaN,NaN,NaN,NaN,NaN,26,NaN,NaN,NaN
"191639",NaN,506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191640",NaN,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191641",49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191642",NaN,NaN,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191646",NaN,NaN,NaN,211,NaN,NaN,NaN,NaN,NaN,NaN
"191650",NaN,NaN,461,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191651",NaN,NaN,NaN,NaN,NaN,NaN,785,NaN,NaN,NaN
"191653",NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN
"191654",NaN,NaN,116,NaN,NaN,NaN,300,NaN,NaN,NaN
"191657",NaN,NaN,NaN,NaN,NaN,1810,NaN,NaN,NaN,NaN
"191659",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,900
"191660",NaN,1,1,NaN,NaN,15,20,NaN,NaN,7
"191661",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1068,NaN
"191666",NaN,NaN,NaN,NaN,NaN,NaN,NaN,276,NaN,NaN
"191669",NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191672",14,NaN,NaN,NaN,348,NaN,NaN,NaN,NaN,NaN
"191673",NaN,NaN,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN
"191675",NaN,NaN,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191677",NaN,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN,NaN
"191679",552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191684",NaN,455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191685",NaN,NaN,NaN,NaN,NaN,52,NaN,NaN,NaN,NaN
"191698",NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191700",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,332
"191701",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74
"191704",NaN,NaN,NaN,NaN,NaN,NaN,37,NaN,NaN,NaN
"191709",NaN,NaN,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191711",NaN,NaN,NaN,NaN,54,40,NaN,NaN,NaN,NaN
"191712",NaN,NaN,NaN,NaN,NaN,2626,NaN,NaN,NaN,NaN
"191715",NaN,771,NaN,NaN,NaN,640,NaN,NaN,NaN,NaN
"191719",NaN,NaN,NaN,NaN,170,NaN,NaN,NaN,NaN,NaN
"191720",NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,NaN,NaN
"191724",NaN,NaN,NaN,NaN,33,NaN,NaN,NaN,NaN,NaN
"191725",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1600
"191726",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,385,NaN
"191730",NaN,NaN,NaN,111,NaN,NaN,NaN,NaN,NaN,NaN
"191733",235,NaN,NaN,NaN,NaN,1263,NaN,NaN,NaN,NaN
"191740",NaN,NaN,NaN,NaN,347,NaN,NaN,NaN,NaN,NaN
"191742",NaN,NaN,29,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191746",NaN,NaN,NaN,230,NaN,NaN,NaN,NaN,NaN,NaN
"191747",NaN,NaN,NaN,146,NaN,NaN,NaN,NaN,NaN,NaN
"191750",NaN,NaN,NaN,NaN,25,NaN,NaN,NaN,NaN,NaN
"191751",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49,NaN
"191753",NaN,NaN,NaN,NaN,184,NaN,NaN,NaN,NaN,NaN
"191755",NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,NaN,NaN
"191757",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,214
"191758",NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN,NaN
"191760",41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191762",NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN
"191763",NaN,NaN,NaN,NaN,2619,NaN,NaN,NaN,NaN,NaN
"191764",NaN,NaN,NaN,NaN,NaN,NaN,28,NaN,NaN,NaN
"191767",NaN,NaN,NaN,NaN,1770,NaN,NaN,NaN,NaN,NaN
"191775",NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN
"191777",NaN,NaN,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191784",NaN,372,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191785",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN
"191787",NaN,346,NaN,NaN,NaN,NaN,NaN,58,NaN,111
"191788",NaN,385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191789",NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191790",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
"191793",NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN
"191800",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73
"191804",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,386,NaN
"191806",NaN,NaN,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191807",NaN,114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191812",NaN,NaN,NaN,515,NaN,NaN,NaN,NaN,NaN,NaN
"191817",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,113
"191818",18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6
"191819",NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191821",NaN,NaN,NaN,NaN,NaN,NaN,2907,NaN,NaN,NaN
"191824",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1811,2188
"191828",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,300
"191833",NaN,NaN,2366,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191834",NaN,NaN,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191846",NaN,NaN,NaN,NaN,NaN,NaN,432,718,NaN,NaN
"191847",NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"191860",NaN,NaN,NaN,NaN,191,NaN,NaN,NaN,NaN,NaN
"191861",NaN,NaN,NaN,NaN,799,NaN,NaN,NaN,NaN,NaN
"191863",NaN,NaN,NaN,322,NaN,NaN,NaN,NaN,NaN,NaN
